customer_id,age,gender,monthly_income_usd,debt_to_income_ratio,credit_score,has_loan,loan_amount,savings_usd,city,signup_date,last_transaction_date,review_text,risk_flag
14316,28,,13016,80.39,678,0,36221,45955,,,01-07-2023,Great service,high
16196,46,,4729,14.08,423,1,41287,42939,LA,invalid_date,, late delivery ,Low
14589,4,M,12884,28.28,292,Yes,39765,16448,New York,15-02-2022,01-07-2023,,Low
18142,54,female,16608,31.32,363,yes,23765,5950,LA,15-01-2022,32-13-2022,Very bad experience,High
16260,0,Female,2346,51.33,891,yes,48179,26145,,15-01-2022,01-07-2023,Very bad experience,
18471,62,Female,12221,49.04,534,0,22410,96885,,15-01-2022,01-07-2023,Very bad experience,Medium
17897,66,female,7511,10.28,371,yes,19504,44177,,invalid_date,01-06-2023,Great service,Low
14841,42,female,17318,19.35,510,Yes,17982,66647,LA,invalid_date,,OK,LOW
17161,73,Female,14916,81.51,765,1,27716,34389,New York,03-10-2021,, late delivery ,Low
19666,39,F,8162,73.52,810,Yes,11030,72228,,15-02-2022,NA,OK,Medium
11059,6,Unknown,1551,17.54,478,Yes,26009,2963,New York,03-10-2021,,,
11922,97,,11211,117.73,716,,2950,74830,Los Angeles,invalid_date,01-07-2023,,High
16101,64,M,5401,97.16,396,,38148,69307,,invalid_date,, late delivery ,high
14592,15,Female,10172,38.38,389,no,38197,70697,LA,,01-07-2023, late delivery ,Low
16349,90,Male,4049,3.19,754,1,16204,31377,NY,03-10-2021,32-13-2022,,high
12473,90,Male,1175,88.65,474,no,29650,96489,New York,15-01-2022,NA,Very bad experience,
18108,85,female,5297,63.54,517,No,27589,98242,,03-10-2021,, late delivery ,Medium
18096,69,Male,14467,33.8,497,Yes,10281,56644,LA,03-10-2021,NA,Very bad experience,LOW
16748,80,,4986,57.44,789,no,43748,94580,Los Angeles,15-01-2022,NA,,high
14549,30,M,10148,34.24,513,Yes,12623,97263,Los Angeles,,01-07-2023, late delivery ,high
10594,81,,2374,33.67,337,1,37593,42637,Los Angeles,15-01-2022,, late delivery ,Low
15452,95,female,17933,78.06,439,no,1605,66694,new york ,03-10-2021,,OK,high
10506,17,male,5235,50.45,274,0,18112,91659,New York,,01-07-2023,OK,high
14889,49,,14993,3.19,712,yes,9532,28960,NY,15-02-2022,,,Medium
17637,21,Unknown,17054,60.8,724,no,44918,1509,,15-01-2022,32-13-2022,Great service,high
18212,92,F,15682,9.17,397,FALSE,40686,48266,NY,03-10-2021,,Very bad experience,
11399,14,Male,9782,146.85,477,Yes,46120,48719,los angeles,,NA,Great service,high
13201,9,M,9863,51.03,678,no,28667,38018,,15-02-2022,01-06-2023,,
17854,36,female,8134,126.82,439,Yes,37954,44454,,,,Great service,
16763,-2,female,19470,92.47,288,1,16905,6410,,15-02-2022,NA,Very bad experience,Low
17962,23,female,6560,44.88,463,no,36725,60168,LA,15-01-2022,32-13-2022,OK,Medium
15190,49,M,2866,78.06,436,FALSE,15922,49357,los angeles,03-10-2021,32-13-2022,,
15681,98,Female,660,3.19,548,TRUE,10130,37633,,15-02-2022,NA,,Low
13678,69,F,9266,,536,No,19606,54132,NY,15-01-2022,32-13-2022,,high
10336,43,M,670,107.7,287,0,26766,79676,New York,03-10-2021,01-07-2023,,high
11667,65,,952,97.12,464,yes,16781,11908,NY,15-01-2022,,OK,
10909,69,M,14963,144.26,444,,23405,28782,Los Angeles,invalid_date,,,Low
18467,48,Female,13534,45.86,618,Yes,23703,20080,,15-02-2022,,OK,LOW
19083,,F,1650,14.08,390,no,41224,5684,NY,15-02-2022,,Very bad experience,Medium
18204,27,Unknown,3046,134.31,825,Yes,35305,36216,,15-02-2022,NA,Very bad experience,LOW
15122,88,M,9136,120.85,890,FALSE,23194,42421,los angeles,invalid_date,01-06-2023, late delivery ,high
18153,90,,10676,126.13,828,yes,4061,23725,los angeles,03-10-2021,, late delivery ,High
10973,98,female,2178,90.94,467,FALSE,20295,58176,NY,03-10-2021,, late delivery ,Medium
14270,31,female,18807,141.53,635,TRUE,41414,56389,,15-02-2022,01-06-2023,Very bad experience,
11408,71,,6860,78.62,-50,TRUE,45354,54717,los angeles,03-10-2021,,Very bad experience,LOW
12288,1,M,999999,67.85,368,1,21312,94442,LA,invalid_date,,Very bad experience,
18738,18,male,17787,63.54,831,0,15950,38133,New York,15-02-2022,01-06-2023, late delivery ,
11218,49,M,6688,20.36,556,yes,5133,47263,los angeles,03-10-2021,32-13-2022,,High
11420,5,female,10852,81.91,798,FALSE,25360,66740,NY,15-01-2022,32-13-2022,OK,LOW
19646,89,Unknown,19981,92.47,842,0,39415,6974,New York,15-02-2022,NA,Great service,Low
13377,NA,Unknown,8709,81.51,851,No,5097,95699,new york ,invalid_date,01-07-2023,,High
17501,72,M,12815,120.17,459,,21457,4174,los angeles,15-02-2022,,,
14098,38,,5335,134.31,302,yes,47029,74295,New York,03-10-2021,01-07-2023,Very bad experience,high
12738,84,,15032,88.93,259,Yes,7142,372,LA,03-10-2021,,OK,high
17619,59,female,11497,31.32,297,No,21464,67685,New York,03-10-2021,NA,,High
11842,0,male,17830,49.2,703,Yes,25896,92622,,15-01-2022,32-13-2022,,
18938,25,Female,1348,120.59,587,Yes,30021,49190,New York,invalid_date,NA,Very bad experience,Medium
12816,37,,12353,54.63,398,TRUE,8125,4035,,invalid_date,32-13-2022,,LOW
19063,,,7952,112.51,320,,48252,46552,new york ,15-02-2022,,Great service,Medium
10494,6,Male,4723,66.96,584,1,41636,51738,new york ,invalid_date,NA,,High
16560,59,Male,5416,63.69,251,FALSE,9909,63912,,15-02-2022,01-07-2023,,Low
15510,46,Female,8258,135.02,701,no,24134,28081,,invalid_date,,OK,high
13444,64,F,8054,14.69,644,1,31658,30913,new york ,03-10-2021,32-13-2022,OK,Medium
19267,87,M,15110,90.94,518,0,26499,33148,Los Angeles,invalid_date,01-06-2023,OK,Low
17543,24,Male,15828,14.01,547,1,45692,40621,,15-02-2022,,,high
17562,71,Female,8151,129.16,859,0,24480,75462,,03-10-2021,01-06-2023,,
13994,88,F,15629,55.71,455,TRUE,7024,88225,Los Angeles,15-01-2022,01-07-2023, late delivery ,High
17253,70,female,4378,41.87,689,FALSE,5503,68630,los angeles,,01-07-2023,,Low
10045,68,Male,18563,3.22,572,no,26750,76290,,,01-07-2023, late delivery ,Medium
12057,49,Female,6259,57.91,783,,39863,91263,New York,,01-06-2023,Very bad experience,Medium
10663,33,F,15952,112.21,667,0,20931,89246,Los Angeles,03-10-2021,,,Medium
14668,68,F,4192,NA,280,FALSE,49742,69824,los angeles,invalid_date,01-06-2023,OK,LOW
12029,76,F,6734,51.21,488,Yes,31663,85126,New York,invalid_date,32-13-2022,OK,Low
15717,0,,12796,34.24,619,Yes,13407,52535,Los Angeles,,,,
12696,50,,15706,41.34,395,No,28561,49186,Los Angeles,15-02-2022,01-07-2023,OK,high
18831,2,Unknown,17952,51.21,682,TRUE,5754,46311,NY,15-01-2022,01-06-2023,OK,Medium
12663,78,Female,17642,86.62,438,TRUE,1341,34036,NY,15-01-2022,NA,,
12745,49,M,17389,110.13,513,TRUE,41777,63448,,invalid_date,01-06-2023,Very bad experience,Low
15004,99,M,2225,45.76,332,,23319,70012,los angeles,invalid_date,NA,Great service,
16321,10,M,9560,55.4,339,FALSE,14016,1282,New York,invalid_date,01-07-2023,Very bad experience,
15125,-4,female,826,14.69,467,1,3733,62694,New York,15-01-2022,NA,Great service,
14948,58,F,8119,54.63,833,,8674,23687,,invalid_date,01-07-2023, late delivery ,Medium
14402,5,Female,2236,28.28,714,0,18933,29154,new york ,,32-13-2022,Great service,high
13427,82,Male,19829,14.69,896,0,43310,8603,los angeles,,01-06-2023,Very bad experience,high
15912,77,Unknown,13710,33.67,519,,44680,9247,,15-02-2022,,Great service,Low
10394,-2,Unknown,812,70.72,834,FALSE,8016,58121,,03-10-2021,01-06-2023, late delivery ,high
13597,-3,Male,12010,8.07,516,TRUE,26944,38748,los angeles,,01-06-2023,,Low
10329,9,M,3784,124.32,847,0,42921,2472,,15-01-2022,,,LOW
10772,98,F,8324,81.51,401,yes,48362,90732,LA,15-01-2022,01-07-2023,,Low
18135,62,Female,1181,131.37,546,TRUE,41617,45660,,15-02-2022,,,high
11645,37,female,4006,149.8,492,Yes,4354,51910,LA,,32-13-2022,,Low
19924,75,,5817,67.89,347,TRUE,42604,67270,,15-01-2022,01-06-2023,,High
11787,3,,3114,57.91,843,1,46556,65999,,15-02-2022,,Very bad experience,
19815,19,F,18625,107.94,374,0,1111,90804,,03-10-2021,, late delivery ,high
10999,59,Male,16870,5.11,350,0,25227,33266,new york ,invalid_date,01-06-2023,OK,Low
11848,98,F,900,36.31,515,FALSE,1411,55684,,,32-13-2022,Great service,LOW
11561,60,male,15990,32.58,856,no,23975,78386,Los Angeles,03-10-2021,01-06-2023,,high
10773,49,Unknown,7850,NA,408,TRUE,21453,52809,New York,15-01-2022,32-13-2022,Very bad experience,Medium
17311,39,male,7188,49.36,292,0,5174,44510,NY,15-02-2022,NA, late delivery ,
15179,27,male,5436,108.24,659,FALSE,44737,13654,,15-01-2022,01-06-2023, late delivery ,Low
11803,16,,16697,88.65,701,0,43581,97878,,15-02-2022,01-06-2023,OK,High
19290,36,,19068,65.06,802,yes,47633,48036,New York,03-10-2021,32-13-2022,,Low
12050,70,female,19909,129.16,672,Yes,29097,49008,new york ,03-10-2021,,Very bad experience,Medium
19790,21,F,10587,52.47,742,,28847,47236,,invalid_date,01-07-2023, late delivery ,high
10747,5,Unknown,13691,21.76,475,No,32092,7653,los angeles,15-01-2022,01-06-2023,OK,
18125,36,,16196,110.95,650,no,41745,73812,los angeles,invalid_date,01-07-2023,Very bad experience,LOW
15860,72,Unknown,19562,20.36,845,,28798,3852,new york ,15-02-2022,32-13-2022,Great service,Low
13973,72,,2316,67.41,710,,22162,63902,NY,invalid_date,32-13-2022,OK,high
19745,98,female,3916,57.44,812,No,32247,60575,New York,,NA,Very bad experience,High
11615,,Male,814,33.67,281,0,22761,93212,,15-01-2022,,OK,Low
13754,16,Female,15164,14.69,335,1,10062,15396,,,NA, late delivery ,LOW
15506,3,Unknown,17591,26.52,659,Yes,11537,59079,,invalid_date,,,LOW
14221,73,male,11202,107.7,567,No,25267,94288,Los Angeles,15-01-2022,32-13-2022,,LOW
15291,91,,14781,52.72,883,yes,29966,34473,NY,15-01-2022,32-13-2022,Very bad experience,Low
15854,51,male,1028,23.47,897,Yes,35363,95316,New York,,01-06-2023,OK,High
10216,77,Male,2904,67.41,270,yes,29229,75453,New York,15-01-2022,01-07-2023,OK,LOW
11359,25,female,8566,8.07,503,Yes,28666,4951,LA,,01-06-2023,Great service,High
13774,12,male,19632,60.74,428,TRUE,45160,64969,New York,,, late delivery ,LOW
15417,6,F,17544,23.05,439,0,43801,31441,,,,OK,Low
14927,34,male,19162,144.31,839,1,5817,83789,Los Angeles,invalid_date,,Great service,
14429,95,F,3700,60.74,445,No,21600,93927,NY,15-01-2022,01-07-2023,Great service,Low
14606,39,F,4613,73.92,579,No,17495,70591,new york ,,01-06-2023,Great service,
14478,43,male,8083,81.47,801,Yes,4097,64662,new york ,15-02-2022,01-07-2023,Very bad experience,high
11896,-5,male,14800,119.92,385,FALSE,16391,10158,New York,invalid_date,NA,,high
17366,92,F,10421,90.94,250,yes,9793,30453,new york ,15-01-2022,32-13-2022, late delivery ,
14427,1,,2780,126.13,879,TRUE,23598,76576,Los Angeles,invalid_date,01-06-2023,,LOW
15361,-4,Female,8751,120.59,556,yes,37135,14343,new york ,03-10-2021,,Great service,High
19091,80,Female,18938,22.68,734,1,23323,23054,LA,15-01-2022,NA,,Medium
10641,-2,male,18569,108.24,570,0,36177,78686,los angeles,15-01-2022,01-06-2023,Great service,LOW
15346,39,Female,15163,95.59,442,yes,23476,10057,new york ,invalid_date,,Very bad experience,Medium
14729,40,Unknown,6967,112.21,603,,30348,75057,,03-10-2021,32-13-2022,Great service,LOW
13627,78,Female,6110,58.04,468,Yes,21401,90310,,,NA,OK,
16594,61,F,19464,118.5,518,Yes,46728,82854,,03-10-2021,32-13-2022, late delivery ,High
18387,3,female,7064,145.64,416,,12891,31540,NY,,01-07-2023,Very bad experience,LOW
13275,76,Unknown,19650,4.91,394,Yes,9748,72208,,15-02-2022,NA,Great service,
14050,51,M,16544,90.06,288,Yes,41529,11900,NY,,01-07-2023,Great service,High
14553,10,M,12845,118.5,725,0,44786,8530,,,,,Medium
14925,45,female,9117,47.28,532,yes,45728,3201,new york ,15-01-2022,32-13-2022,Very bad experience,Medium
12304,46,Female,19256,10.28,251,yes,21377,70674,Los Angeles,,32-13-2022,OK,High
13343,3,female,13588,106.11,379,1,39116,75614,NY,15-02-2022,01-06-2023,Great service,Medium
12056,77,Male,7543,117.73,889,0,21485,85408,new york ,15-02-2022,,Great service,Medium
12808,0,Female,15416,110.95,554,FALSE,26358,68945,Los Angeles,15-01-2022,,OK,High
17092,38,F,3936,54.39,278,Yes,33127,51819,los angeles,,NA,OK,LOW
19416,73,Unknown,19951,65.06,366,0,13289,92586,New York,03-10-2021,32-13-2022,Very bad experience,
17226,0,,18248,119.22,616,,27263,65861,los angeles,,NA,Very bad experience,LOW
10886,-1,female,8254,67.41,826,yes,34174,23218,,invalid_date,32-13-2022,Great service,High
18584,87,male,19916,65.06,705,yes,25626,97010,New York,15-02-2022,,Very bad experience,High
19867,40,male,7592,38.9,767,no,47336,91018,,15-01-2022,32-13-2022,,
17720,21,M,10063,123.89,436,0,12918,74280,NY,,NA,,
12446,39,Female,1639,5.19,286,1,4953,21547,LA,,NA,Very bad experience,LOW
13905,35,F,15885,140.3,652,0,33443,852,Los Angeles,invalid_date,,Very bad experience,Medium
16474,84,female,18487,7.67,721,no,48073,21429,New York,03-10-2021,01-07-2023,,LOW
13591,22,female,8674,NA,467,FALSE,16551,93373,LA,invalid_date,NA,Great service,
12181,48,,9822,101.25,796,no,33353,4531,New York,invalid_date,NA, late delivery ,
15011,26,,8226,112.21,617,no,3549,99130,new york ,03-10-2021,,OK,High
15030,83,M,1547,146.85,707,0,15731,2844,,invalid_date,,OK,Medium
10354,47,,,50.77,326,Yes,33270,60299,los angeles,,NA,,high
12631,65,Male,18834,90.06,760,yes,29654,33452,NY,15-02-2022,32-13-2022,Great service,High
11521,24,Female,12860,74.27,264,No,18926,9936,new york ,03-10-2021,01-06-2023,OK,Low
12672,47,,16036,0.97,620,1,7613,84403,,15-02-2022,32-13-2022,,Medium
12337,25,,3586,25.64,661,,4513,12331,LA,15-01-2022,,,high
16968,6,female,5437,145.6,884,1,40484,49346,los angeles,15-02-2022,,,Medium
10628,3,male,704,80.78,812,FALSE,36377,37628,NY,invalid_date,NA,,LOW
17162,92,,5441,142.78,899,FALSE,43345,89707,,15-01-2022,01-07-2023,,LOW
12679,61,,16095,5.42,657,no,31769,10016,Los Angeles,15-02-2022,01-07-2023,Very bad experience,High
15266,31,,5788,110.95,667,yes,26467,77597,,15-01-2022,01-06-2023,OK,Low
14422,22,F,13123,20.36,299,FALSE,48806,47659,LA,invalid_date,32-13-2022,OK,Low
19630,80,,7470,81.3,385,FALSE,7579,60175,,,32-13-2022,OK,high
17463,20,,13367,49.36,655,FALSE,25473,25292,,15-01-2022,NA,OK,High
19613,77,female,16362,93.97,776,0,36596,75274,NY,03-10-2021,01-06-2023,Very bad experience,LOW
11126,15,Female,7003,50.77,565,No,12589,36793,LA,15-02-2022,NA,OK,High
11780,95,Unknown,13307,58.04,551,,26737,95909,,,01-07-2023, late delivery ,High
19723,4,F,514,19.35,437,,29557,19049,los angeles,15-02-2022,NA,,LOW
19424,74,Female,15805,3.22,531,Yes,30315,10793,new york ,invalid_date,32-13-2022, late delivery ,Low
16571,18,male,19173,67.41,458,yes,33491,48989,LA,,01-06-2023,Very bad experience,Medium
18584,19,,10562,118.5,428,FALSE,39541,2080,los angeles,invalid_date,01-06-2023,OK,LOW
10825,46,Female,5210,93.97,556,Yes,1762,40633,los angeles,03-10-2021,,Great service,high
17276,84,M,2527,55.4,739,no,44335,532,NY,15-01-2022,NA,OK,LOW
12395,-5,F,14580,5.42,695,TRUE,15190,61266,,,, late delivery ,Medium
14145,47,male,2544,92.47,738,,25342,8816,NY,,,OK,Low
17059,62,,6769,3.22,881,TRUE,29474,26295,LA,15-01-2022,NA,OK,High
15492,95,,19327,33.8,284,yes,20878,79755,LA,15-01-2022,32-13-2022,,Low
17111,,Female,10596,126.41,431,,46565,32483,los angeles,invalid_date,,Great service,High
19984,72,Unknown,3158,19.35,332,No,19828,23037,Los Angeles,03-10-2021,32-13-2022, late delivery ,Low
16792,18,Male,12533,0.4,507,TRUE,35631,68261,los angeles,03-10-2021,32-13-2022,OK,high
19555,21,male,902,118.5,425,FALSE,40716,107,,15-02-2022,32-13-2022,Great service,high
13551,,Female,12935,117.73,805,FALSE,41252,56290,,,,Very bad experience,high
17711,21,female,3646,81.51,784,1,29453,80043,New York,15-02-2022,NA, late delivery ,LOW
13628,82,,2542,142.78,643,yes,31141,26104,new york ,,,,high
11565,98,male,7807,146.85,896,Yes,31975,54801,LA,15-02-2022,NA,,Medium
13667,59,male,11192,52.72,397,0,24036,57824,,03-10-2021,NA,,Medium
16459,33,female,19866,116.48,332,No,4822,41542,New York,15-02-2022,,OK,High
14096,71,male,2282,147.09,613,yes,33488,8662,los angeles,invalid_date,,,High
11019,78,M,12635,73.63,873,yes,15067,87206,Los Angeles,15-01-2022,01-06-2023,,High
17928,96,,8501,23.47,481,1,26053,46510,los angeles,invalid_date,32-13-2022,Very bad experience,high
19476,30,,698,142.78,722,FALSE,23482,23317,NY,,NA,Great service,
18254,70,F,9599,28.93,334,,5316,82731,los angeles,03-10-2021,NA, late delivery ,LOW
15965,63,,17374,129.16,524,0,12559,46903,Los Angeles,15-02-2022,NA,Great service,Medium
12269,-1,,19891,110.95,516,No,23619,96666,,15-02-2022,01-07-2023,,LOW
18835,75,M,9359,98.36,513,Yes,20191,14192,Los Angeles,,32-13-2022,Great service,High
14721,96,,16867,74.27,781,FALSE,17727,65252,New York,invalid_date,32-13-2022,OK,Low
18408,4,Unknown,13525,12.67,683,Yes,39536,91491,,03-10-2021,,,high
10195,10,,6324,41.34,689,No,4041,52641,Los Angeles,,01-07-2023,Very bad experience,Medium
13273,82,Unknown,7353,110.13,745,Yes,36766,40676,new york ,,NA,Very bad experience,high
15110,87,female,14195,145.64,812,no,24821,73546,los angeles,03-10-2021,01-07-2023, late delivery ,High
17401,47,female,15210,41.87,253,no,38967,87156,,15-01-2022,,,Low
13212,8,Female,9591,38.9,325,Yes,10511,92104,New York,03-10-2021,32-13-2022,,
12755,68,male,16987,99.61,848,no,26737,33492,Los Angeles,,32-13-2022,Very bad experience,High
11521,23,female,11821,146.62,583,0,24721,53655,NY,invalid_date,01-07-2023, late delivery ,
15674,22,Female,3377,116.48,559,yes,21047,27002,los angeles,15-01-2022,NA,OK,high
11080,11,Male,2816,19.35,631,,37802,93397,New York,03-10-2021,01-06-2023,,Low
15623,63,male,8582,22.11,439,1,27167,464,NY,15-02-2022,32-13-2022,,Medium
10721,60,male,1864,51.33,787,1,45687,36001,new york ,15-02-2022,01-07-2023,,high
11562,30,,6960,52.72,473,No,49646,91224,new york ,,NA,OK,High
10639,98,male,19916,34.24,782,1,38914,34282,Los Angeles,15-02-2022,NA,Very bad experience,High
14260,40,Unknown,11888,28.93,468,yes,12134,35538,,03-10-2021,01-07-2023,Very bad experience,High
15190,39,M,12234,20.36,729,No,40030,14737,,15-02-2022,,OK,Medium
13736,97,male,16878,63.69,578,0,20223,55277,Los Angeles,invalid_date,01-06-2023, late delivery ,High
17746,3,,19449,147.09,800,,1759,33629,new york ,15-02-2022,32-13-2022,OK,
10089,30,male,19461,54.39,430,TRUE,3126,79726,,15-02-2022,01-07-2023,OK,Medium
11251,-1,,16758,63.54,321,No,26956,56784,New York,03-10-2021,01-07-2023,,high
19294,73,M,3093,126.82,582,FALSE,22395,15825,New York,03-10-2021,NA,Great service,LOW
14703,67,,12320,116.27,838,1,18047,37835,New York,15-02-2022,32-13-2022,OK,high
10348,83,M,10549,57.91,770,FALSE,39354,6342,new york ,15-01-2022,32-13-2022,Great service,High
14052,44,,19394,9.17,638,FALSE,7518,10435,LA,,NA,Very bad experience,high
12941,22,F,4382,7.67,591,,11003,30202,NY,invalid_date,01-06-2023,Very bad experience,High
18437,21,male,10704,112.51,852,1,33549,90776,LA,,01-07-2023, late delivery ,High
10271,41,Male,12468,90.94,824,yes,43651,50004,NY,,,Very bad experience,high
12030,27,M,9971,78.62,769,0,28220,18926,New York,,01-07-2023,OK,high
17836,91,Unknown,4209,34.24,354,,32941,48873,new york ,invalid_date,01-07-2023,Very bad experience,high
19657,32,M,12334,113.59,801,no,40040,9586,new york ,invalid_date,NA,,High
19387,2,M,7220,119.22,839,1,9621,57698,LA,03-10-2021,NA,,Medium
17041,-2,Unknown,4112,32.62,264,FALSE,22287,19471,,15-02-2022,32-13-2022,,High
15175,,Unknown,9759,25.64,733,yes,26568,32391,new york ,,NA,,Low
19806,30,Female,9861,0.4,405,0,11814,48096,NY,15-01-2022,01-06-2023, late delivery ,Low
11126,,Male,15295,32.58,750,,17183,20370,los angeles,15-02-2022,NA,Very bad experience,LOW
14379,25,,5246,141.53,771,1,32238,9369,Los Angeles,15-02-2022,NA,Very bad experience,Low
18708,68,,5552,38.9,377,yes,23845,3314,new york ,15-02-2022,01-06-2023,,High
19493,43,F,3194,63.54,554,yes,15548,33192,Los Angeles,15-01-2022,01-07-2023,,high
18052,35,Male,9134,70.72,591,1,2654,94190,new york ,15-01-2022,01-07-2023,Great service,Low
10611,,M,14760,12.96,698,No,42734,30382,los angeles,15-02-2022,NA,Great service,Medium
10749,2,F,792,60.74,748,TRUE,35746,65757,los angeles,,32-13-2022,,Low
11856,24,F,10718,47.28,353,no,5444,84554,Los Angeles,03-10-2021,, late delivery ,LOW
18591,8,Male,2454,78.62,801,,26013,5003,LA,,NA,Great service,Medium
11526,39,Unknown,9192,20.36,600,TRUE,18904,80116,Los Angeles,03-10-2021,01-06-2023,,High
16229,93,male,18820,89.49,820,,10342,8108,NY,,32-13-2022, late delivery ,High
18511,40,,12591,54.63,832,,3957,29178,Los Angeles,,01-07-2023,,High
18527,61,F,4834,32.62,396,TRUE,21298,47067,NY,15-01-2022,01-06-2023,OK,High
12098,87,Male,6562,49.36,389,no,27163,92147,,15-02-2022,01-07-2023,OK,
17865,10,male,12214,105.7,572,No,14159,36480,los angeles,,NA,,Medium
10173,4,F,10884,32.62,695,0,10310,78560,,invalid_date,,,
19833,62,male,13914,88.65,474,TRUE,49249,29160,LA,invalid_date,,,LOW
10500,46,Female,11072,22.11,636,no,25211,19868,NY,03-10-2021,01-06-2023,Very bad experience,LOW
13646,44,,18886,124.32,477,0,20943,17454,los angeles,03-10-2021,01-06-2023,,Medium
16219,62,M,10904,116.27,785,yes,15780,4320,Los Angeles,invalid_date,32-13-2022,,
12363,-4,female,673,49.36,517,0,6421,25019,LA,15-02-2022,01-07-2023,Great service,LOW
17540,69,M,19897,7.67,790,No,23199,69029,Los Angeles,,01-07-2023,,high
11896,73,,13461,54.63,899,No,18480,7906,LA,15-01-2022,, late delivery ,LOW
15759,69,female,9558,118.5,600,no,21733,36707,New York,03-10-2021,01-07-2023,,
19910,81,F,2025,108.23,295,No,22042,34374,NY,invalid_date,01-06-2023,Very bad experience,High
11778,96,F,5887,35.88,788,FALSE,16854,49943,los angeles,15-02-2022,01-07-2023,,High
13057,88,Female,15759,86.12,335,No,4138,7132,NY,invalid_date,,Very bad experience,Low
15190,54,Female,19354,97.16,276,0,8010,92971,Los Angeles,invalid_date,,Great service,
16997,44,Male,3253,42.22,396,0,40199,37197,,15-01-2022,NA,,
14747,-5,F,666,110.84,744,yes,18509,10799,los angeles,15-01-2022,,Very bad experience,high
19286,91,Female,15460,67.89,723,Yes,45331,87478,,15-02-2022,NA,Very bad experience,LOW
10045,31,F,4505,26.86,737,Yes,2386,32248,,03-10-2021,NA, late delivery ,Low
17758,17,,13390,98.36,308,No,34050,44152,Los Angeles,invalid_date,32-13-2022, late delivery ,
19637,43,,1835,93.16,753,No,3843,95338,new york ,invalid_date,,Great service,Low
17053,76,,6892,142.84,751,FALSE,14782,61180,LA,invalid_date,NA,Great service,Medium
13201,68,Male,17295,126.13,788,No,33876,53831,,15-02-2022,32-13-2022,Very bad experience,high
10455,58,female,6705,65.06,314,TRUE,9818,64239,New York,,,,Low
19854,11,Unknown,17441,113.59,667,yes,21942,34536,,15-01-2022,01-07-2023,,High
12924,65,Male,7463,23.47,769,,22843,7306,,invalid_date,NA,Great service,High
17798,9,F,1370,81.47,394,FALSE,5103,4663,,,NA,,LOW
10965,45,Male,8565,117.4,466,Yes,14388,19642,Los Angeles,15-02-2022,,,LOW
14964,21,F,8260,5.19,493,yes,29724,28955,LA,15-01-2022,NA,Great service,Low
11528,3,Unknown,14042,54.5,357,,29451,33868,,03-10-2021,32-13-2022,,Low
12976,58,female,7385,107.94,520,0,32526,25056,,15-01-2022,NA,Very bad experience,
13071,57,male,16151,78.06,511,TRUE,29296,93678,new york ,03-10-2021,01-06-2023,Very bad experience,
14869,79,male,10890,23.47,416,no,44360,58675,,15-02-2022,NA,,
16387,47,F,19766,20.18,730,TRUE,11997,85233,,15-01-2022,32-13-2022,Very bad experience,Low
12521,95,F,10715,8.07,848,,4071,55060,,invalid_date,32-13-2022,OK,
16525,87,Male,7754,26.52,496,Yes,38168,43810,los angeles,invalid_date,01-07-2023,,Low
11126,36,,5263,35.88,823,FALSE,46902,74542,,,32-13-2022,OK,Low
16632,91,Unknown,13012,78.62,808,FALSE,33739,78124,LA,invalid_date,32-13-2022,,
15773,64,,15251,124.58,551,No,41085,78138,New York,invalid_date,01-06-2023,OK,High
17716,83,male,7018,39.4,457,,20333,92928,,invalid_date,32-13-2022, late delivery ,high
13404,29,F,16098,123.35,620,,32186,38370,new york ,15-02-2022,,,Low
14492,11,,12298,146.62,459,0,20303,31656,LA,invalid_date,01-07-2023,,Low
12343,38,Male,18082,71.69,654,1,36764,25499,,15-01-2022,, late delivery ,Low
10106,85,female,4848,33.67,882,no,12581,45498,,15-02-2022,01-06-2023,,High
13154,37,,6557,66.96,589,Yes,38299,20838,NY,15-02-2022,,Very bad experience,High
14053,98,Female,11702,73.01,403,no,12394,74092,new york ,15-02-2022,01-07-2023,Very bad experience,Low
14801,83,Male,11940,99.61,343,0,46306,49813,New York,15-02-2022,,Great service,Low
16139,70,Unknown,16271,32.62,479,Yes,21576,20595,,invalid_date,NA,OK,High
15580,,Male,1915,147.46,564,,15213,14489,NY,03-10-2021,, late delivery ,High
10214,95,Unknown,16804,74.27,620,no,27067,68676,Los Angeles,invalid_date,NA,Great service,high
15400,98,Unknown,9404,9.17,766,yes,16945,43122,new york ,15-02-2022,01-06-2023,,high
16875,38,Unknown,13688,4.91,310,1,19778,17665,LA,invalid_date,32-13-2022, late delivery ,LOW
14289,32,female,8338,83.12,885,FALSE,3697,71081,,15-02-2022,01-06-2023,Great service,Medium
14253,35,Female,15126,145.6,460,No,48280,42335,,03-10-2021,,OK,Medium
18656,19,Female,6486,81.47,539,no,28973,94921,LA,15-01-2022,32-13-2022,Very bad experience,High
16247,43,Male,18808,13.25,399,1,3886,13122,los angeles,invalid_date,32-13-2022,Very bad experience,Medium
16177,54,male,11762,124.45,483,0,4533,63881,new york ,,NA,,
17269,-4,Unknown,1118,38.9,350,Yes,10735,24538,Los Angeles,,,OK,high
12372,59,,5098,117.73,481,No,25751,26231,,15-02-2022,NA,Very bad experience,Low
16834,-3,,7910,33.8,602,yes,11787,33591,,15-02-2022,,OK,Medium
18783,87,,13310,42.22,599,0,44846,77614,LA,15-02-2022,NA,,High
